message_id,text,sentiment
<4453631.1075841299517.JavaMail.evans@thyme>,"Start Date: 1/22/02; HourAhead hour: 2;  HourAhead schedule download failed. Manual intervention required.

    LOG MESSAGES:

PARSING FILE  O:\Portland\WestDesk\California Scheduling\ISO Final Schedules\2002012202.txt
Error: dbCaps97Data: Cannot perform this operation on a closed database
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
Error: dbCaps97Data: Cannot perform this operation on a closed database
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
Error: dbCaps97Data: Cannot perform this operation on a closed database
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
Error: dbCaps97Data: Cannot perform this operation on a closed database
Error: dbCaps97Data: Cannot perform this operation on a closed database
Error: dbCaps97Data: Cannot perform this operation on a closed database
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
Error: dbCaps97Data: Cannot perform this operation on a closed database",neutral
<4383047.1075859282797.JavaMail.evans@thyme>,"CONGRATULATIONS!

You have been selected as a finalist in the NVP Travel Giveaway!

Prizes are accommodations for two for two nights at any one of the following locations:

  Ft. Lauderdale or Daytona, FL
  Williamsburg, VA

  Orlando, FL
  Las Vegas, NV
  Bahamas
  Branson, MO


 All you have to do is complete the finalists' registration form - be sure to include your Confirmation Number: G-862622B.


As an added bonus, the first 500 finalists to register will receive a free entry in one of our bonus drawings for $1,000.00 Cash or Plane Tickets for 4 Adults to any Continental U.S. Destination!


Why wait?  You could be on your way! CLICK HERE to ""Travel Today""!


Lisa Davidson
National Vacation Promotions


Your screen name was entered in our giveaway.
If you do not wish to participate in future promotions, please click here.



FREE Mortgage Quotes, Save $$$$!
Click Here!",positive
<31598834.1075844328329.JavaMail.evans@thyme>,"Randy:  Please forgive me for missing the call this morning.  I mistakenly 
thought that my 7:30 am doctor's appointment was tomorrow and not this 
morning.

Just a brief update to my resport of yesterday, Lynn, Brent and I are meeting 
this afternoon to discuss the Tozzini response and set plans for another trip 
to Sao Paulo to meet with the lawyers and refine the review.  I'll keep you 
briefed because I know that we're fast approaching year-end and Tozzini will 
be in a crunch.  We can discuss as the need arises.

Also, Lynn is preparing his synopsis regarding Don's recent inquiries about 
trading office locations.  Don's questions tie into the legal review of 
financial trading options in general but it's a good idea to address these up 
front.

Please call if you have any questions.  I promise to be back on board next 
week.  Regards.  Sara",neutral
<9657540.1075856100133.JavaMail.evans@thyme>,"Absolutely - Clara should have been included.  I asked for a list of managers 
and above within EGM from Chantelle, and used that for the distribution 
list.  Her list omitted Clara.  All lists that I requested from EGM, ENA and 
EIM were to have also included those being promoted to manager as a result of 
our year-end PRC process.  I don't think that I got consistent info from 
everyone, so I am rechecking names right now and will send Clara a message 
about the meeting as I also clean up any others that were left off of lists.  
Thanks for catching this.  Sally",neutral
<19105896.1075842235404.JavaMail.evans@thyme>,"I have asked my assistant, Jan King to schedule a dial in conference call 
with you all tomorrow morning to go over the Palo Alto situation.  I am 
trying to understand the history of the ISDA and Gas negotiations over 
authority so that, as the late comer to the party, I don't tromp all over 
their sensibilities (which I think I may have already done)   In the physical 
power group, we approach the issue of getting proper authorizations from 
cities along the lines set forth in the documentation below.  This is the 
perspective I will be bringing to the conversation and look forward to 
efficiently deciding on how to procede with all agreements with you all 
tomorrow.   

cgy",neutral
<16790118.1075841470154.JavaMail.evans@thyme>,"hi everone!
I'm trying to get a feel for who may be interested in a south lake tahoe ski
shindig. I looked into the place we rented 2 (?) years ago (when cooper flew
down from portland via reno on the snowiest day of the year) and it is
available as soon as March 8. Yeah, not that soon (maybe this will give the
sky a chance to bear snow). Between 12 people, 2 nights, a hottub,
fireplace, heavenly company, etc. it would cost about $40/person for the
weekend. Let me know what weekends on/after March 8 would work for you and
how many people including yourself may like to come.

let it snow let it snow let it snow!

-G",positive
<3383567.1075842931585.JavaMail.evans@thyme>,"I have attached AS7, the answers to the final problem set.  Note that as
promised, the applications to business decisions are quite direct, and you
have a number of  opportunities on PS7 to demonstrate your understanding of
economics without using mathematics.
 This answer set will be discussed in section over the next 2 weeks.   Some
of the material on Vertical Integration will be covered in class next
week.  I thought it was worthwhile making sure you had all of this material
in advance so you would have ample time to think about it before the final 
exam.
 - As7.pdf

    Jonathan Leonard
    Professor

tel: 510-642-7048  545 Student Services Building, #1900
fax: 510-642-4700  Haas School of Business
    University of California
    Berkeley, CA.  94720-1900",neutral
<8583977.1075855574496.JavaMail.evans@thyme>,"Juan,

 Your EnronOnline user ID and password is as follows:

User ID: EOL60329
Password: WELCOME!

Please note that the User ID and password will need to be in all upper case.

Just a reminder, in order to access EnronOnline, shockwave needs to be 
installed.  The shockwave installer can be found within ""About EnronOnline"" 
on the home page.  After opening ""About EnronOnline"", using right scroll bar, 
go to the bottom.  Click on ""download shockwave"" and follow the directions.  
After loading shockwave, shut down and reopen browser, i.e. Microsoft 
Internet Explorer, Netscape.

Please feel free to contact me if you have any questions or problems getting 
into the system.

Thanks,
Griff Gray
x3-5753",neutral
<22583601.1075847617284.JavaMail.evans@thyme>,"Attached is a draft declaration of Dennis Benevides to be filed with our 
brief in the UCCSU case tomorrow.  It contains in red some of my comments to 
the initial draft written by outside counsel.  We are asking Dennis to make 
certain comments about our hedging strategy and CTC exposure in support of 
our case, and I want to make sure you are comfortable with how this reads.  
We have tried to be very general and consistent with our prior message.  

Since we have to file tomorrow, if you could send me any comments you have by 
mid afternoon, that would be great.  Thanks.  MDS",neutral
<13518260.1075861894932.JavaMail.evans@thyme>,"Sending all my Love! from Send4fun!

Long Distance Hug!
http://www.send4fun.com/longdistance.htm

Long Distance Hug

Today! (pretty!)
http://www.send4fun.com/today2.htm

Today

Visit CoolSavings and Save big with Grocery Coupons, Store Coupons, Online Coupons and FREE STUFF!  Did we mention it's FREE?  Click here!
http://www.flowgo.com/page.cfm?a393
AOL Link


Sending all my Love
http://www.send4fun.com/sendinglove.htm

Sending all my Love

Harry Potter 3 Poster Set. Only $9.95. Click here for details.
http://www.flowgo.com/page.cfm?a394
AOL Link

The Send4fun Online Camera
http://www.send4fun.com/photo/a17.htm

The Send4fun Online Camera

Happy Thanksgiving! and more Thanksgiving Pages!
http://www.send4fun.com/thanksgivingpages.htm

Thanksgiving Pages

USA Gold Credit Card Guaranteed Instant Online Approval! $5000 unsecured gold credit line, no credit checks, no employment verifications... and more!
http://www.flowgo.com/page.cfm?a395
AOL Link

Have a Great Day!




Send 4 Fun is a FlowGo newsletter.  For more information on FlowGo or to unsubscribe from Send 4 Fun follow the links below:

FlowGo
http://www.flowgo.com/

Privacy Policy
http://flowgo.com/privacy.html

Unsubscribe

http://www.flowgo.com/unsub.cfm?sid46140&u=-10252&l&m418

Unsubscribe",neutral
<3854638.1075861733111.JavaMail.evans@thyme>,"I predict that we will not prevail in an objection to consolidation. Judges love to consolidate unless there is a compelling reason not to do so. A one month delay will not be enough to persuade the AJL to not consolidate if you consider the advantages to the judges, so we would need a better reason.  Do we have anything else to go on?  (I don't think the Margate issue is enough, either.)

I doubt we will have the settlement buttoned up by the second week of December, which could leave us in the position of needing to continue the hearing until January anyway.

Kay",negative
<5143994.1075853967604.JavaMail.evans@thyme>,"Daren,

I was wondering if it would be OK for me to sit in with you one day to get a 
general feel of your end of the process.  Pat had told me before he left that 
it would help me better grasp the process as a whole.

I understand the imminent cold weather is making things crazy, so now may not 
be the best time to be in your way.  But let me know if I can spend a day,  
morning, or even just an afternoon down there with you whenever it is a good 
time.  I think it will help me very much in my role.

Thanks.

Mike",neutral
<14900187.1075855401899.JavaMail.evans@thyme>,"Sara:
Here are drafts of the Certificates and Sight Drafts for Niagara Mohawk, El Paso electric, LG&E Energy Marketing and Energy Production Corp. (just in case it wasn't renewed).  I have put together files for each of these that include copies of the LC, the underlying trading docs and any correspondence that has been sent.    Except for Niagara Mohawk which requires copies of the invoices and that the certificate be on ""letterhead"" there don't appear to be any other special requirements.  Leslie Reeves will be faxing the invoices to us.  I will be in tomorrow until around 11.  Thanks for your help on this.


        

All of these docs are in a file called Enron Restructuring.

Carol St. Clair
EB 4539
713-853-3989 (phone)
713-646-3393 (fax)
281-382-1943 (cell phone)
8774545506 (pager)
281-890-8862 (home fax)
carol.st.clair@enron.com",neutral
<32850057.1075852637454.JavaMail.evans@thyme>,"Hi Jeff-

How are you?  I haven't quite melted yet, but I am coming close. It has been very hot here, but I know I can't expect to get any sympathy from someone who lives in Texas.

Thank you for thinking of me in regards to Sen. Schumer's fundraising.  What is his fundraiser's name?  I may know her or of her at least.  The political fundraising world is pretty small.

I am not sure what to make of the sunglasses comment because via email I can't tell if you were joking or serious.  But in either case, the answer is no.

Anyway, thanks again for thinking of me.  Hope all is well with you.

 -Jennie",neutral
<18611911.1075851889429.JavaMail.evans@thyme>,"Larry, 
This is what I have for the crane area.

Mc Elroy Tank   pumps about 7,000 bls a day  Tank capacity is 5,000bls

McAfee Tank   pumps over 500 bls a day  Tank capacity is 10,000 bls 

Abel Sweet tank  pumps about 800bls a day  Tank capacity is 29,000bls

upton station tank  pumps about 1600 a day  Tankk capacity is 29,750bls

Crane station tanks

1407         Tank capacity   122,000

1410         Tank capacity    122,000

1418         Tank capacity     122,000

1337         Tank capacity      80,000

1124         Tank capacity       80,000

1381         Tank capacity       80,000

1303         Tank capacity        122,000

1380         Tank capacity        80,000

All tanks are pumped at Crane station at different times.

Let me know what i have left off  and i will do my best to get the infomation 
to you.

Thank you 
Duane Konen
915-638-5187",neutral
